,Season,Lg,Tm,W,L,Finish,Age,Ht.,Wt.,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Team,Start_Year,End_Year
98,2015-16,NBA,DAL,42.0,40.0,2.0,30.3,6-6,223.0,82.0,244.0,37.4,84.1,0.444,9.8,28.6,0.344,27.5,55.6,0.495,17.7,22.3,0.794,9.2,33.9,43.1,22.1,6.8,3.7,12.8,19.5,102.3,DAL,2015,2016
99,2014-15,NBA,DAL,50.0,32.0,4.0,29.9,6-6,207.0,82.0,242.4,39.7,85.8,0.463,8.9,25.4,0.352,30.8,60.4,0.509,16.9,22.5,0.752,10.5,31.8,42.3,22.5,8.1,4.5,13.0,20.0,105.2,DAL,2014,2015
100,2013-14,NBA,DAL,49.0,33.0,4.0,30.6,6-6,216.0,82.0,241.8,39.6,83.6,0.474,8.8,22.9,0.384,30.8,60.7,0.508,16.8,21.1,0.795,10.2,30.7,40.9,23.6,8.6,4.3,13.5,20.0,104.8,DAL,2013,2014
101,2012-13,NBA,DAL,41.0,41.0,4.0,29.5,6-6,218.0,82.0,243.7,38.8,84.0,0.462,7.4,19.9,0.372,31.4,64.2,0.489,16.1,20.4,0.793,9.4,32.6,41.9,23.2,7.9,5.5,14.0,20.7,101.1,DAL,2012,2013
102,2011-12,NBA,DAL,36.0,30.0,3.0,31.3,6-6,213.0,66.0,243.4,36.3,82.0,0.443,7.5,22.2,0.339,28.8,59.8,0.482,15.6,20.2,0.771,10.1,32.7,42.8,20.9,8.6,5.1,14.0,18.6,95.8,DAL,2011,2012
103,2010-11,NBA,DAL,57.0,25.0,2.0,30.9,6-6,214.0,82.0,240.3,37.4,78.8,0.475,7.9,21.6,0.365,29.6,57.3,0.516,17.5,22.6,0.777,9.5,31.9,41.4,23.8,6.8,4.3,14.0,19.2,100.2,DAL,2010,2011
104,2009-10,NBA,DAL,55.0,27.0,1.0,30.7,6-6,214.0,82.0,242.4,38.3,82.4,0.464,6.8,18.3,0.372,31.5,64.2,0.491,18.6,22.8,0.816,10.2,31.5,41.7,23.4,7.6,5.5,12.9,19.1,102.0,DAL,2009,2010
105,2008-09,NBA,DAL,50.0,32.0,3.0,29.0,6-6,217.0,82.0,241.5,38.1,82.6,0.462,7.0,19.9,0.35,31.2,62.7,0.498,18.5,22.6,0.819,11.1,31.6,42.7,21.7,7.2,5.2,12.7,19.5,101.7,DAL,2008,2009
106,2007-08,NBA,DAL,51.0,31.0,4.0,28.9,6-7,219.0,82.0,240.6,36.9,79.5,0.464,6.0,17.1,0.352,30.9,62.3,0.495,20.6,25.3,0.814,10.8,32.2,43.0,21.0,6.0,4.9,12.6,21.8,100.4,DAL,2007,2008
107,2006-07,NBA,DAL,67.0,15.0,1.0,28.1,6-7,220.0,82.0,240.9,36.7,78.6,0.467,6.5,17.1,0.381,30.2,61.4,0.491,20.1,24.9,0.805,11.2,30.7,41.9,19.9,6.8,5.0,13.9,22.4,100.0,DAL,2006,2007
108,2005-06,NBA,DAL,60.0,22.0,2.0,27.5,6-7,220.0,82.0,242.4,36.0,77.7,0.462,5.1,13.6,0.374,30.9,64.2,0.481,22.2,28.3,0.783,12.6,29.6,42.2,18.0,7.2,6.0,13.6,22.4,99.1,DAL,2005,2006
109,2004-05,NBA,DAL,58.0,24.0,2.0,27.7,6-7,216.0,82.0,240.6,37.3,81.6,0.457,5.6,15.5,0.364,31.6,66.1,0.479,22.3,28.2,0.789,12.1,30.9,42.9,19.6,8.6,5.6,13.4,22.3,102.5,DAL,2004,2005
110,2003-04,NBA,DAL,52.0,30.0,3.0,27.4,6-7,218.0,82.0,241.5,40.5,88.2,0.459,6.2,17.8,0.348,34.3,70.4,0.488,18.0,22.6,0.796,14.3,31.0,45.3,23.9,8.0,5.3,12.2,19.6,105.2,DAL,2003,2004
111,2002-03,NBA,DAL,60.0,22.0,2.0,28.1,6-7,216.0,82.0,241.2,38.5,85.1,0.453,7.8,20.3,0.381,30.8,64.8,0.475,18.1,21.9,0.829,11.1,31.0,42.1,22.4,8.1,5.5,11.6,21.1,103.0,DAL,2002,2003
112,2001-02,NBA,DAL,57.0,25.0,2.0,27.6,6-7,218.0,82.0,242.4,39.0,84.5,0.462,7.6,20.1,0.378,31.5,64.5,0.488,19.6,24.3,0.806,11.2,31.3,42.5,22.1,7.1,4.8,12.1,22.5,105.2,DAL,2001,2002
113,2000-01,NBA,DAL,53.0,29.0,3.0,26.6,6-7,215.0,82.0,241.5,37.6,81.9,0.459,6.3,16.5,0.381,31.3,65.4,0.479,18.9,23.8,0.794,10.1,31.4,41.5,21.2,7.5,6.0,13.9,23.3,100.5,DAL,2000,2001
114,1999-00,NBA,DAL,40.0,42.0,4.0,26.3,6-7,213.0,82.0,240.6,39.0,85.9,0.453,6.3,16.2,0.391,32.6,69.8,0.468,17.2,21.4,0.804,11.4,29.8,41.2,22.1,7.2,5.1,13.7,21.6,101.4,DAL,1999,2000
115,1998-99,NBA,DAL,19.0,31.0,5.0,26.1,6-8,218.0,50.0,241.5,35.0,80.7,0.434,4.0,11.9,0.339,30.9,68.8,0.45,17.6,24.2,0.728,12.9,29.6,42.5,18.4,7.0,5.8,13.8,21.3,91.6,DAL,1998,1999
116,1997-98,NBA,DAL,20.0,62.0,5.0,26.3,6-7,216.0,82.0,242.7,35.1,82.4,0.427,5.1,14.4,0.357,30.0,67.9,0.442,16.0,21.2,0.753,12.3,27.8,40.1,18.7,7.9,5.7,14.4,20.0,91.4,DAL,1997,1998
117,1996-97,NBA,DAL,24.0,58.0,4.0,27.1,6-7,219.0,82.0,241.5,34.3,78.7,0.436,5.2,16.0,0.327,29.1,62.6,0.464,16.8,23.4,0.717,12.7,27.6,40.3,20.3,8.0,4.3,16.1,21.9,90.6,DAL,1996,1997
118,1995-96,NBA,DAL,26.0,56.0,6.0,25.1,6-6,216.0,82.0,243.0,38.1,90.6,0.42,9.0,24.9,0.36,29.1,65.8,0.443,17.4,24.1,0.722,17.2,29.0,46.2,23.3,7.8,4.2,15.5,22.4,102.5,DAL,1995,1996
119,1994-95,NBA,DAL,36.0,46.0,5.0,24.3,6-7,217.0,82.0,243.0,39.4,89.5,0.44,4.7,14.6,0.322,34.6,74.9,0.463,19.8,27.0,0.734,18.5,29.7,48.1,23.7,7.1,4.2,16.4,22.1,103.2,DAL,1994,1995
120,1993-94,NBA,DAL,13.0,69.0,6.0,25.3,6-7,219.0,82.0,240.6,37.3,86.2,0.432,2.9,9.4,0.312,34.3,76.8,0.447,17.7,23.7,0.747,15.5,26.2,41.7,19.9,9.4,3.6,17.0,24.5,95.1,DAL,1993,1994
121,1992-93,NBA,DAL,11.0,71.0,6.0,24.9,6-6,213.0,82.0,240.6,38.6,88.7,0.435,3.5,10.2,0.338,35.1,78.5,0.448,18.7,26.5,0.705,15.0,27.6,42.7,20.5,7.9,4.3,17.8,28.1,99.3,DAL,1992,1993
122,1991-92,NBA,DAL,22.0,60.0,5.0,28.2,6-7,212.0,82.0,240.9,38.0,86.6,0.439,3.3,9.7,0.336,34.8,76.9,0.452,18.3,24.4,0.75,14.6,29.7,44.3,19.9,6.5,4.3,14.7,22.8,97.6,DAL,1991,1992
123,1990-91,NBA,DAL,28.0,54.0,6.0,30.6,6-7,216.0,82.0,241.5,39.6,84.0,0.471,2.4,7.3,0.322,37.2,76.7,0.485,18.4,24.2,0.761,12.0,28.8,40.8,22.2,7.1,4.8,14.5,22.4,99.9,DAL,1990,1991
124,1989-90,NBA,DAL,47.0,35.0,3.0,29.2,6-7,219.0,82.0,242.1,39.6,83.3,0.475,1.9,5.9,0.323,37.7,77.4,0.487,21.2,27.6,0.767,12.7,29.5,42.2,21.7,8.1,4.9,15.0,21.1,102.2,DAL,1989,1990
125,1988-89,NBA,DAL,38.0,44.0,4.0,28.5,6-7,216.0,82.0,241.2,39.6,84.4,0.469,2.6,8.3,0.31,37.0,76.0,0.486,21.8,27.6,0.789,12.8,29.2,42.0,22.8,7.1,5.8,15.0,21.2,103.5,DAL,1988,1989
126,1987-88,NBA,DAL,53.0,29.0,2.0,27.0,6-7,220.0,82.0,240.9,41.6,87.7,0.475,1.9,6.4,0.293,39.7,81.3,0.489,24.1,30.6,0.789,16.4,30.4,46.8,24.2,7.9,5.4,15.3,21.1,109.3,DAL,1987,1988
127,1986-87,NBA,DAL,55.0,27.0,1.0,26.4,6-7,220.0,82.0,242.4,43.8,89.9,0.487,2.8,8.0,0.354,41.0,82.0,0.5,26.2,33.1,0.791,14.9,30.4,45.3,24.6,8.4,5.2,14.7,22.8,116.7,DAL,1986,1987
128,1985-86,NBA,DAL,44.0,38.0,3.0,25.8,6-7,218.0,82.0,241.5,44.3,88.5,0.501,1.7,5.4,0.316,42.6,83.0,0.513,25.0,32.2,0.776,12.9,29.9,42.8,25.7,7.4,4.5,15.7,21.1,115.3,DAL,1985,1986
129,1984-85,NBA,DAL,44.0,38.0,3.0,25.0,6-6,210.0,82.0,242.1,43.4,88.8,0.489,1.9,5.4,0.343,41.6,83.4,0.498,22.5,28.3,0.793,13.4,28.6,42.0,26.2,7.0,4.1,14.4,21.9,111.2,DAL,1984,1985
130,1983-84,NBA,DAL,43.0,39.0,2.0,24.7,6-6,209.0,82.0,243.4,44.1,88.2,0.5,0.5,2.2,0.228,43.6,86.0,0.507,21.6,28.7,0.755,13.3,27.6,40.9,26.4,7.1,4.4,15.9,23.2,110.4,DAL,1983,1984
131,1982-83,NBA,DAL,38.0,44.0,4.0,24.2,6-6,208.0,82.0,240.6,44.8,92.1,0.487,0.5,2.3,0.232,44.3,89.8,0.493,22.6,30.0,0.752,15.8,29.0,44.8,27.2,6.7,4.2,16.4,25.2,112.7,DAL,1982,1983
132,1981-82,NBA,DAL,28.0,54.0,5.0,24.4,6-6,206.0,82.0,240.6,41.3,88.1,0.469,0.7,2.3,0.289,40.7,85.8,0.474,21.2,28.9,0.735,14.8,27.2,42.0,25.8,6.9,3.8,16.1,26.7,104.6,DAL,1981,1982
133,1980-81,NBA,DAL,15.0,67.0,6.0,24.8,6-6,204.0,82.0,241.2,39.1,84.5,0.462,0.6,2.0,0.279,38.5,82.5,0.467,22.8,30.3,0.751,13.5,26.5,40.1,24.2,6.8,2.6,17.5,24.5,101.5,DAL,1980,1981
134,2023-24,NBA,IND,47.0,35.0,3.0,25.3,6-6,212.0,82.0,240.3,47.0,92.7,0.507,13.2,35.3,0.374,33.8,57.4,0.589,16.1,20.5,0.782,10.1,31.4,41.5,30.8,7.7,5.9,12.9,21.4,123.3,IND,2023,2024
135,2022-23,NBA,IND,35.0,47.0,4.0,24.5,6-6,210.0,82.0,240.9,42.0,89.6,0.469,13.6,37.0,0.367,28.4,52.6,0.54,18.7,23.7,0.79,10.1,31.4,41.5,27.0,7.7,5.8,14.9,21.2,116.3,IND,2022,2023
136,2021-22,NBA,IND,25.0,57.0,4.0,26.0,6-6,213.0,82.0,242.4,41.4,89.5,0.463,12.2,35.4,0.344,29.3,54.1,0.541,16.4,21.4,0.768,11.3,32.6,43.9,25.4,7.1,5.6,14.4,20.4,111.5,IND,2021,2022
137,2020-21,NBA,IND,34.0,38.0,2.0,26.5,6-5,213.0,72.0,242.4,43.3,91.2,0.474,12.3,34.0,0.364,30.9,57.3,0.54,16.4,20.7,0.792,9.0,33.7,42.7,27.4,8.5,6.4,13.5,20.2,115.3,IND,2020,2021
138,2019-20,NBA,IND,45.0,28.0,2.0,25.6,6-6,214.0,73.0,241.4,42.1,88.5,0.476,10.2,28.0,0.363,31.9,60.4,0.529,15.0,19.1,0.787,8.7,34.1,42.8,25.9,7.4,5.2,13.2,19.8,109.4,IND,2019,2020
139,2018-19,NBA,IND,48.0,34.0,2.0,27.0,6-6,220.0,82.0,240.3,41.3,87.0,0.475,9.5,25.4,0.374,31.8,61.6,0.517,15.8,21.1,0.752,9.3,33.7,43.0,26.0,8.7,4.9,13.7,19.4,108.0,IND,2018,2019
140,2017-18,NBA,IND,48.0,34.0,2.0,26.2,6-6,217.0,82.0,240.9,40.8,86.4,0.472,9.0,24.5,0.369,31.8,61.9,0.513,14.9,19.2,0.779,9.6,32.7,42.3,22.2,8.8,4.1,13.3,18.8,105.6,IND,2017,2018
141,2016-17,NBA,IND,42.0,40.0,3.0,27.0,6-6,220.0,82.0,242.1,39.3,84.5,0.465,8.6,23.0,0.376,30.6,61.5,0.498,17.9,22.1,0.81,9.0,33.0,42.0,22.5,8.2,5.0,13.8,19.5,105.1,IND,2016,2017
142,2015-16,NBA,IND,45.0,37.0,2.0,26.9,6-6,218.0,82.0,242.4,38.3,85.2,0.45,8.1,23.0,0.351,30.2,62.1,0.486,17.4,22.8,0.764,10.3,33.9,44.2,21.2,9.0,4.8,14.9,20.0,102.2,IND,2015,2016
143,2014-15,NBA,IND,38.0,44.0,4.0,28.3,6-7,221.0,82.0,242.1,36.6,83.2,0.439,7.5,21.2,0.352,29.1,62.0,0.469,16.7,22.2,0.756,10.4,34.4,44.9,21.4,6.2,4.6,14.0,21.2,97.3,IND,2014,2015
144,2013-14,NBA,IND,56.0,26.0,1.0,27.2,6-7,221.0,82.0,241.2,36.0,80.2,0.449,6.7,18.8,0.357,29.3,61.4,0.477,18.1,23.3,0.779,10.2,34.5,44.7,20.1,6.7,5.4,15.1,20.4,96.7,IND,2013,2014
145,2012-13,NBA,IND,49.0,32.0,1.0,25.7,6-7,221.0,81.0,241.9,35.1,80.6,0.436,6.9,19.7,0.347,28.3,60.8,0.465,17.6,23.6,0.746,12.9,33.0,45.9,20.3,7.2,6.3,15.1,20.0,94.7,IND,2012,2013
146,2011-12,NBA,IND,42.0,24.0,2.0,26.3,6-7,218.0,66.0,242.3,35.7,81.4,0.438,5.9,16.1,0.368,29.7,65.3,0.455,20.4,26.1,0.782,12.5,31.4,43.9,18.6,7.9,5.4,14.0,21.7,97.7,IND,2011,2012
147,2010-11,NBA,IND,37.0,45.0,2.0,25.9,6-7,219.0,82.0,241.2,36.6,82.8,0.442,7.1,20.2,0.354,29.5,62.6,0.471,19.4,24.8,0.782,11.1,32.4,43.5,19.6,7.1,5.6,15.4,21.7,99.8,IND,2010,2011
148,2009-10,NBA,IND,32.0,50.0,4.0,26.6,6-7,220.0,82.0,240.3,36.8,83.2,0.443,8.0,23.1,0.348,28.8,60.1,0.479,19.1,24.6,0.775,9.6,31.9,41.5,21.1,7.1,5.4,15.0,22.5,100.8,IND,2009,2010
149,2008-09,NBA,IND,36.0,46.0,4.0,26.5,6-7,217.0,82.0,241.8,39.3,86.3,0.455,8.0,21.0,0.378,31.3,65.3,0.48,18.6,23.0,0.807,11.3,32.5,43.7,21.6,7.0,5.3,14.5,23.1,105.1,IND,2008,2009
150,2007-08,NBA,IND,36.0,46.0,3.0,26.7,6-7,220.0,82.0,240.9,37.8,85.3,0.444,9.2,24.6,0.374,28.6,60.6,0.472,19.1,24.9,0.768,11.0,32.1,43.1,22.7,7.6,5.0,15.1,23.4,104.0,IND,2007,2008
151,2006-07,NBA,IND,35.0,47.0,4.0,27.2,6-7,217.0,82.0,241.2,35.0,80.0,0.438,5.9,16.9,0.346,29.2,63.1,0.462,19.7,25.9,0.76,12.1,29.8,41.8,20.5,7.3,5.5,16.3,23.3,95.6,IND,2006,2007
152,2005-06,NBA,IND,41.0,41.0,3.0,27.3,6-7,221.0,82.0,240.6,34.0,76.5,0.444,6.5,18.7,0.349,27.4,57.8,0.475,19.4,26.3,0.737,11.0,31.2,42.2,19.9,7.3,5.0,15.3,22.2,93.9,IND,2005,2006
153,2004-05,NBA,IND,44.0,38.0,3.0,28.3,6-7,218.0,82.0,242.7,32.5,75.2,0.432,6.6,19.2,0.344,25.9,56.0,0.463,21.3,26.9,0.792,10.6,29.5,40.1,18.2,7.5,4.4,14.3,23.0,93.0,IND,2004,2005
154,2003-04,NBA,IND,61.0,21.0,1.0,27.1,6-7,218.0,82.0,241.5,33.6,77.1,0.435,5.5,15.6,0.351,28.1,61.5,0.457,18.8,24.6,0.764,11.8,29.9,41.7,21.6,8.9,5.0,14.4,20.8,91.4,IND,2003,2004
155,2002-03,NBA,IND,48.0,34.0,2.0,25.9,6-7,220.0,82.0,242.7,35.5,80.6,0.441,4.6,13.6,0.339,30.9,66.9,0.461,21.2,27.7,0.766,12.2,32.0,44.2,23.3,8.5,5.4,14.8,22.1,96.8,IND,2002,2003
156,2001-02,NBA,IND,42.0,40.0,4.0,26.1,6-7,213.0,82.0,242.7,35.8,80.2,0.446,4.9,14.6,0.339,30.9,65.7,0.47,20.3,26.3,0.772,11.3,31.3,42.7,23.0,8.0,5.3,15.2,22.9,96.8,IND,2001,2002
157,2000-01,NBA,IND,41.0,41.0,4.0,27.7,6-7,212.0,82.0,243.7,34.5,78.4,0.44,4.8,14.1,0.342,29.7,64.3,0.461,18.8,24.5,0.766,11.2,31.6,42.9,21.5,6.9,5.9,15.2,23.5,92.6,IND,2000,2001
158,1999-00,NBA,IND,56.0,26.0,1.0,30.4,6-7,212.0,82.0,240.6,37.2,81.0,0.459,7.1,18.1,0.392,30.0,62.8,0.478,19.9,24.5,0.811,10.3,31.9,42.1,22.6,6.8,5.1,14.1,21.8,101.3,IND,1999,2000
159,1998-99,NBA,IND,33.0,17.0,1.0,30.8,6-7,209.0,50.0,242.0,34.6,77.3,0.448,5.9,16.0,0.368,28.7,61.3,0.469,19.5,24.6,0.796,11.5,29.0,40.5,20.1,6.3,4.5,13.0,21.6,94.7,IND,1998,1999
160,1997-98,NBA,IND,58.0,24.0,2.0,29.7,6-7,207.0,82.0,241.8,35.6,75.9,0.469,4.9,12.5,0.39,30.7,63.3,0.485,19.9,26.0,0.764,10.7,28.6,39.3,23.0,7.9,4.5,14.2,22.7,96.0,IND,1997,1998
161,1996-97,NBA,IND,39.0,43.0,6.0,27.9,6-7,210.0,82.0,243.0,34.8,76.3,0.456,5.2,13.8,0.381,29.5,62.5,0.472,20.6,28.5,0.722,12.5,29.1,41.7,21.3,7.1,4.8,16.3,24.1,95.4,IND,1996,1997
162,1995-96,NBA,IND,52.0,30.0,2.0,29.4,6-7,208.0,82.0,240.9,36.3,75.7,0.48,4.4,11.9,0.373,31.9,63.8,0.5,22.2,29.5,0.755,12.3,27.6,39.9,23.4,7.1,3.9,16.3,24.8,99.3,IND,1995,1996
163,1994-95,NBA,IND,52.0,30.0,1.0,28.7,6-7,208.0,82.0,241.2,36.4,76.2,0.477,4.6,12.0,0.38,31.8,64.2,0.496,21.9,29.1,0.751,12.8,27.9,40.7,22.9,8.6,4.4,16.3,23.6,99.2,IND,1994,1995
164,1993-94,NBA,IND,47.0,35.0,3.0,27.2,6-7,206.0,82.0,240.9,38.6,79.5,0.486,2.2,6.1,0.368,36.4,73.4,0.496,21.5,29.1,0.738,13.8,29.4,43.2,25.1,8.6,5.6,17.6,24.1,101.0,IND,1993,1994
165,1992-93,NBA,IND,41.0,41.0,5.0,26.8,6-8,208.0,82.0,240.9,41.1,85.6,0.48,3.1,9.6,0.326,38.0,76.0,0.5,22.4,29.3,0.766,14.9,29.9,44.8,26.1,7.5,4.9,15.3,24.9,107.8,IND,1992,1993
166,1991-92,NBA,IND,40.0,42.0,4.0,26.4,6-7,209.0,82.0,243.4,42.7,86.3,0.494,4.1,11.5,0.354,38.6,74.9,0.516,22.8,28.8,0.79,13.2,31.3,44.5,29.2,8.6,4.8,17.1,26.1,112.2,IND,1991,1992
167,1990-91,NBA,IND,41.0,41.0,5.0,26.4,6-8,211.0,82.0,241.5,42.1,85.3,0.493,3.0,9.1,0.332,39.0,76.2,0.513,24.5,30.2,0.811,12.4,29.0,41.4,26.6,8.0,4.4,16.5,25.5,111.7,IND,1990,1991
168,1989-90,NBA,IND,42.0,40.0,5.0,26.4,6-8,212.0,82.0,242.4,41.2,83.0,0.497,3.6,9.4,0.382,37.6,73.6,0.511,23.2,28.5,0.816,11.5,29.1,40.6,24.7,6.7,4.3,16.4,24.0,109.3,IND,1989,1990
169,1988-89,NBA,IND,28.0,54.0,6.0,25.2,6-8,214.0,82.0,242.1,41.3,84.7,0.487,2.5,7.5,0.328,38.8,77.2,0.503,21.9,27.7,0.789,13.0,30.5,43.4,24.5,6.9,5.1,18.9,25.7,106.9,IND,1988,1989
170,1987-88,NBA,IND,38.0,44.0,6.0,25.7,6-7,215.0,82.0,240.3,41.9,87.2,0.48,2.0,5.9,0.336,39.9,81.3,0.491,18.9,24.2,0.78,13.1,30.0,43.1,24.1,7.5,4.2,16.1,24.9,104.6,IND,1987,1988
171,1986-87,NBA,IND,41.0,41.0,4.0,25.9,6-7,216.0,82.0,243.0,42.1,89.3,0.472,1.1,3.9,0.297,41.0,85.5,0.479,20.7,26.5,0.782,13.8,30.0,43.9,26.5,8.5,3.8,15.6,25.6,106.1,IND,1986,1987
172,1985-86,NBA,IND,26.0,56.0,6.0,25.0,6-7,215.0,82.0,240.9,42.0,87.2,0.481,0.3,1.7,0.161,41.7,85.5,0.488,19.7,26.6,0.739,13.9,31.9,45.7,26.3,8.0,4.6,18.5,26.0,103.9,IND,1985,1986
173,1984-85,NBA,IND,22.0,60.0,6.0,24.1,6-6,208.0,82.0,241.2,42.5,89.3,0.476,0.4,1.9,0.194,42.2,87.4,0.482,22.8,30.7,0.744,14.6,32.0,46.6,23.7,7.6,4.5,19.8,27.3,108.3,IND,1984,1985
174,1983-84,NBA,IND,26.0,56.0,6.0,24.4,6-6,209.0,82.0,241.2,42.0,87.0,0.483,0.6,2.5,0.232,41.5,84.4,0.491,19.8,25.8,0.766,12.2,29.2,41.5,26.5,10.2,4.9,18.6,25.1,104.5,IND,1983,1984
175,1982-83,NBA,IND,20.0,62.0,6.0,24.9,6-6,208.0,82.0,241.8,45.2,94.2,0.48,0.6,2.9,0.212,44.6,91.3,0.488,17.6,23.3,0.758,15.8,28.0,43.8,26.2,9.2,5.0,18.7,25.4,108.7,IND,1982,1983
176,1981-82,NBA,IND,35.0,47.0,4.0,27.0,6-6,202.0,82.0,241.8,40.6,87.4,0.465,1.3,3.9,0.326,39.4,83.5,0.472,19.7,26.5,0.741,13.9,28.9,42.8,23.1,9.2,6.0,17.0,24.9,102.2,IND,1981,1982
177,1980-81,NBA,IND,44.0,38.0,3.0,26.0,6-7,202.0,82.0,240.6,42.6,88.4,0.482,0.4,2.1,0.178,42.2,86.3,0.489,22.1,31.0,0.715,16.2,27.6,43.8,25.5,10.2,5.9,18.2,24.5,107.6,IND,1980,1981
178,1979-80,NBA,IND,37.0,45.0,4.0,25.3,6-7,198.0,82.0,242.1,44.4,93.8,0.473,1.1,3.8,0.28,43.3,89.9,0.481,21.4,28.5,0.751,17.0,28.4,45.4,26.2,11.0,6.5,18.5,24.1,111.2,IND,1979,1980
179,1975-76,ABA,INA,39.0,45.0,5.0,24.7,6-5,203.0,84.0,242.1,44.5,101.5,0.438,3.0,9.2,0.324,41.5,92.3,0.449,20.7,26.8,0.772,19.2,32.6,51.8,24.8,11.2,5.5,17.3,23.6,112.6,IND,1975,1976
180,1974-75,ABA,INA,45.0,39.0,3.0,24.3,6-5,205.0,84.0,241.2,46.3,99.6,0.465,2.7,8.5,0.312,43.7,91.0,0.48,17.4,23.4,0.744,19.9,30.5,50.5,22.9,10.6,4.9,18.4,23.2,112.8,IND,1974,1975
181,1973-74,ABA,INA,46.0,38.0,2.0,26.8,6-5,205.0,84.0,242.4,42.2,93.9,0.45,2.0,6.5,0.315,40.2,87.4,0.46,19.3,26.7,0.725,17.5,34.5,52.0,21.7,8.8,5.5,18.5,22.9,105.8,IND,1973,1974
182,2023-24,NBA,DET,14.0,68.0,5.0,23.8,6-6,218.0,82.0,240.9,40.9,88.2,0.463,11.0,31.7,0.348,29.8,56.5,0.528,17.0,21.7,0.785,10.5,32.8,43.3,25.5,6.5,4.7,15.2,20.6,109.9,DET,2023,2024
183,2022-23,NBA,DET,17.0,65.0,5.0,24.1,6-6,218.0,82.0,241.5,39.6,87.1,0.454,11.4,32.4,0.351,28.2,54.6,0.516,19.8,25.7,0.771,11.2,31.3,42.4,23.0,7.0,3.8,15.1,22.1,110.3,DET,2022,2023
184,2021-22,NBA,DET,23.0,59.0,5.0,23.6,6-6,215.0,82.0,241.2,38.2,88.6,0.431,11.3,34.6,0.326,26.9,54.0,0.498,17.2,22.0,0.782,11.0,32.0,43.0,23.5,7.7,4.8,14.2,21.9,104.8,DET,2021,2022
185,2020-21,NBA,DET,20.0,52.0,5.0,24.5,6-6,217.0,72.0,242.1,38.7,85.6,0.452,11.6,32.9,0.351,27.1,52.7,0.515,17.8,23.4,0.759,9.6,33.1,42.7,24.2,7.4,5.2,14.9,20.5,106.6,DET,2020,2021
186,2019-20,NBA,DET,20.0,46.0,4.0,25.9,6-6,218.0,66.0,241.9,39.3,85.7,0.459,12.0,32.7,0.367,27.3,53.0,0.515,16.6,22.4,0.743,9.8,32.0,41.7,24.1,7.4,4.5,15.3,19.7,107.2,DET,2019,2020
187,2018-19,NBA,DET,41.0,41.0,3.0,26.9,6-5,225.0,82.0,242.1,38.8,88.3,0.44,12.1,34.8,0.348,26.7,53.5,0.5,17.3,23.1,0.747,11.4,33.6,45.0,22.5,6.9,4.0,13.8,22.1,107.0,DET,2018,2019
188,2017-18,NBA,DET,39.0,43.0,4.0,25.9,6-6,224.0,82.0,241.5,39.1,86.9,0.45,10.8,28.9,0.373,28.3,58.0,0.488,14.7,19.8,0.745,10.1,33.6,43.7,22.8,7.7,3.9,13.4,18.4,103.8,DET,2017,2018
189,2016-17,NBA,DET,37.0,45.0,5.0,25.4,6-7,229.0,82.0,241.5,39.9,88.8,0.449,7.7,23.4,0.33,32.2,65.5,0.492,13.9,19.3,0.719,11.1,34.6,45.7,21.1,7.0,3.8,11.9,17.9,101.3,DET,2016,2017
190,2015-16,NBA,DET,44.0,38.0,3.0,25.0,6-7,230.0,82.0,242.4,37.9,86.4,0.439,9.0,26.2,0.345,28.9,60.2,0.48,17.1,25.5,0.668,12.5,33.9,46.3,19.4,7.0,3.7,13.5,19.0,102.0,DET,2015,2016
191,2014-15,NBA,DET,32.0,50.0,5.0,25.9,6-6,222.0,82.0,241.8,37.1,85.8,0.432,8.6,24.9,0.344,28.5,60.9,0.468,15.8,22.4,0.703,12.8,32.1,44.9,21.6,7.6,4.7,13.4,19.0,98.5,DET,2014,2015
192,2013-14,NBA,DET,29.0,53.0,4.0,24.7,6-6,222.0,82.0,241.2,38.8,86.9,0.447,6.2,19.3,0.321,32.6,67.6,0.483,17.3,25.7,0.67,14.6,30.8,45.4,20.9,8.4,4.8,14.5,20.3,101.0,DET,2013,2014
193,2012-13,NBA,DET,29.0,53.0,4.0,25.3,6-7,225.0,82.0,241.5,36.3,81.0,0.449,6.3,17.6,0.356,30.1,63.4,0.474,15.9,22.8,0.699,12.1,30.0,42.1,21.2,7.0,4.9,15.1,19.8,94.9,DET,2012,2013
194,2011-12,NBA,DET,25.0,41.0,4.0,26.3,6-6,220.0,66.0,241.9,34.7,79.3,0.438,4.8,13.9,0.346,29.9,65.4,0.457,16.6,22.1,0.752,11.7,28.5,40.3,18.7,7.0,4.2,15.7,19.6,90.9,DET,2011,2012
195,2010-11,NBA,DET,30.0,52.0,4.0,27.2,6-7,217.0,82.0,242.4,37.3,81.1,0.46,5.8,15.3,0.376,31.5,65.7,0.479,16.7,22.6,0.737,11.4,27.3,38.6,21.1,7.3,4.0,13.0,19.9,97.0,DET,2010,2011
196,2009-10,NBA,DET,27.0,55.0,5.0,26.7,6-7,218.0,82.0,241.2,35.9,80.5,0.445,4.6,14.5,0.314,31.3,66.0,0.474,17.7,24.4,0.728,12.8,27.3,40.2,19.4,7.3,3.8,13.4,22.2,94.0,DET,2009,2010
